student,weak_knowledge
1388,"[2, 4, 5, 6, 7, 8, 9, 11, 16, 17, 19, 21, 25, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 45, 46, 47, 48, 50, 55, 56, 58, 59, 60, 61, 62, 63, 66, 69, 70, 71, 72, 73, 74, 75, 76, 78, 81, 82, 83, 84, 86, 87, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
1389,"[1, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 18, 19, 21, 22, 23, 28, 29, 30, 31, 34, 35, 36, 41, 43, 45, 47, 50, 52, 53, 54, 55, 56, 57, 58, 59, 61, 64, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 80, 81, 82, 83, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 97, 98, 101]"
1390,"[4, 5, 9, 10, 12, 14, 17, 18, 19, 20, 22, 23, 25, 27, 28, 29, 30, 34, 35, 36, 37, 38, 39, 42, 44, 45, 46, 47, 50, 51, 52, 53, 56, 57, 58, 61, 62, 63, 66, 68, 70, 71, 72, 73, 74, 75, 76, 79, 80, 81, 84, 85, 87, 88, 89, 92, 93, 95, 99, 101]"
1391,"[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 75, 76, 78, 81, 82, 85, 86, 87, 88, 89, 90, 93, 94, 96, 98, 99, 100, 101]"
1392,"[1, 2, 3, 4, 6, 7, 9, 10, 12, 14, 16, 17, 19, 21, 22, 23, 24, 25, 26, 31, 34, 36, 37, 38, 41, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 56, 58, 60, 61, 63, 64, 65, 66, 67, 68, 69, 70, 72, 74, 75, 76, 79, 80, 81, 82, 83, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 101]"
1393,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 22, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36, 39, 40, 42, 44, 45, 46, 47, 50, 51, 52, 53, 56, 57, 58, 59, 60, 63, 64, 66, 68, 70, 71, 72, 74, 75, 76, 77, 78, 79, 81, 82, 83, 85, 86, 87, 89, 90, 91, 92, 93, 96, 98, 99, 100, 101]"
1394,"[1, 5, 9, 10, 12, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 31, 34, 35, 36, 41, 42, 44, 49, 52, 53, 54, 55, 58, 60, 61, 63, 64, 65, 66, 68, 69, 70, 72, 73, 76, 77, 80, 81, 82, 83, 85, 86, 89, 90, 92, 93, 95, 97, 99, 100]"
1395,"[1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 25, 26, 27, 29, 30, 34, 35, 37, 39, 41, 42, 43, 45, 46, 47, 48, 50, 51, 52, 53, 54, 56, 57, 58, 59, 61, 63, 64, 66, 67, 68, 69, 71, 72, 74, 78, 79, 80, 81, 82, 83, 85, 86, 87, 88, 92, 93, 94, 95, 98, 101]"
1396,"[1, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 39, 40, 41, 42, 43, 44, 45, 47, 49, 52, 53, 54, 55, 57, 58, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 72, 73, 74, 75, 76, 77, 78, 79, 80, 82, 83, 85, 86, 87, 88, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1397,"[1, 2, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 27, 28, 29, 31, 33, 34, 36, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 55, 56, 58, 59, 60, 61, 63, 64, 65, 66, 67, 69, 70, 71, 72, 75, 76, 77, 78, 79, 80, 82, 83, 84, 85, 87, 89, 91, 92, 94, 95, 96, 98, 99, 100]"
1398,"[1, 3, 4, 6, 9, 10, 11, 13, 16, 17, 18, 20, 22, 23, 24, 28, 29, 30, 31, 32, 34, 40, 41, 44, 45, 46, 47, 48, 50, 53, 54, 57, 58, 61, 62, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 90, 91, 92, 95, 97, 99, 101]"
1399,"[9, 10, 14, 17, 20, 21, 23, 25, 41, 43, 50, 51, 59, 65, 67, 71, 77, 78, 79, 81, 82, 85, 87, 88, 89, 92, 98, 99, 101]"
1400,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 20, 21, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 69, 72, 73, 75, 76, 78, 79, 80, 81, 82, 84, 85, 87, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 101]"
1401,"[10, 19, 20, 22, 23, 25, 27, 28, 30, 39, 46, 53, 56, 63, 67, 69, 73, 76, 78, 79, 81, 82, 87, 88, 91, 93, 95, 96, 97, 98, 99, 101]"
1402,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 37, 38, 39, 40, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 59, 62, 63, 65, 67, 69, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 86, 87, 89, 90, 91, 92, 94, 95, 96, 97, 98, 99, 100, 101]"
1403,"[1, 3, 4, 5, 6, 9, 11, 13, 14, 16, 19, 21, 23, 26, 27, 29, 31, 33, 36, 37, 41, 42, 43, 44, 45, 46, 47, 49, 51, 52, 55, 60, 63, 64, 65, 66, 69, 70, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 86, 87, 88, 89, 90, 92, 94, 95, 96, 97, 98, 99, 101]"
1404,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 22, 23, 24, 26, 28, 31, 32, 34, 36, 37, 38, 39, 40, 41, 42, 46, 47, 48, 49, 50, 51, 54, 55, 58, 61, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 77, 80, 81, 82, 83, 84, 85, 86, 87, 90, 92, 94, 95, 96, 97, 98, 101]"
1405,"[1, 2, 3, 5, 6, 8, 11, 13, 15, 17, 18, 19, 20, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36, 37, 41, 44, 45, 46, 49, 50, 51, 52, 54, 57, 58, 59, 60, 61, 62, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 78, 80, 82, 84, 85, 87, 89, 90, 92, 93, 95, 97, 98, 99, 100]"
1406,"[1, 4, 7, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 62, 66, 67, 68, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 86, 87, 88, 89, 90, 91, 94, 95, 96, 97, 98, 99, 101]"
1407,"[1, 5, 7, 13, 16, 17, 19, 20, 21, 22, 23, 25, 28, 32, 34, 35, 37, 38, 42, 45, 49, 52, 53, 55, 56, 62, 65, 67, 68, 71, 72, 77, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 95, 96, 97, 98, 99, 100, 101]"
1408,"[1, 2, 3, 5, 7, 9, 17, 19, 22, 23, 26, 28, 29, 30, 31, 33, 34, 36, 37, 38, 39, 40, 43, 45, 46, 48, 51, 53, 54, 56, 58, 60, 61, 62, 63, 64, 65, 66, 67, 70, 71, 73, 74, 75, 76, 77, 78, 79, 81, 82, 83, 85, 86, 88, 89, 90, 92, 93, 94, 96, 97, 98, 99]"
1409,"[2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19, 20, 21, 24, 25, 26, 27, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 46, 49, 50, 54, 56, 57, 58, 59, 61, 62, 63, 65, 66, 67, 68, 71, 73, 74, 75, 77, 78, 79, 80, 81, 82, 84, 87, 88, 89, 91, 92, 93, 94, 95, 96, 98, 100]"
1410,"[1, 2, 3, 6, 7, 8, 9, 10, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 27, 29, 30, 34, 41, 44, 45, 47, 50, 51, 53, 54, 55, 56, 57, 58, 59, 65, 67, 68, 70, 71, 72, 73, 75, 76, 78, 79, 80, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 100, 101]"
1411,"[1, 2, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 18, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 67, 69, 71, 72, 74, 75, 78, 79, 80, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 96, 97, 99, 101]"
1412,"[2, 3, 4, 7, 9, 10, 12, 19, 21, 22, 23, 34, 35, 36, 39, 40, 41, 43, 44, 47, 48, 52, 56, 61, 62, 63, 64, 65, 66, 69, 71, 73, 74, 78, 80, 81, 83, 86, 88, 89, 91, 92, 93, 94, 96, 97, 98, 99, 101]"
1413,"[2, 4, 7, 8, 11, 13, 18, 19, 20, 21, 22, 26, 28, 29, 34, 41, 42, 44, 47, 48, 49, 50, 54, 56, 60, 64, 65, 66, 68, 69, 70, 71, 73, 74, 79, 80, 82, 83, 85, 86, 87, 88, 89, 92, 93, 94, 97, 98, 99, 101]"
1414,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 66, 68, 69, 71, 74, 76, 77, 78, 81, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 96, 97, 99, 100, 101]"
1415,"[7, 10, 17, 18, 21, 22, 23, 26, 28, 30, 31, 36, 42, 47, 55, 56, 61, 62, 66, 67, 68, 69, 73, 74, 78, 79, 83, 84, 85, 87, 88, 89, 90, 93, 96, 98, 99, 100, 101]"
1416,"[2, 4, 5, 7, 10, 12, 13, 18, 19, 22, 23, 30, 32, 40, 46, 55, 57, 62, 67, 73, 76, 78, 79, 81, 82, 83, 85, 86, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 100, 101]"
1417,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 29, 32, 33, 34, 35, 37, 39, 44, 45, 46, 47, 51, 52, 53, 56, 57, 58, 59, 60, 61, 64, 65, 66, 69, 71, 72, 73, 74, 77, 78, 79, 80, 84, 85, 86, 87, 89, 91, 92, 93, 96, 97, 99, 100, 101]"
1418,"[2, 5, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 23, 26, 27, 28, 29, 32, 33, 34, 35, 37, 38, 39, 41, 44, 45, 47, 49, 50, 51, 52, 53, 54, 55, 56, 58, 61, 65, 66, 67, 69, 71, 72, 73, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 95, 96, 97, 98, 100]"
1419,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 29, 30, 32, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 57, 58, 60, 63, 64, 65, 68, 69, 71, 72, 74, 77, 78, 80, 81, 82, 83, 84, 85, 87, 88, 90, 91, 92, 93, 94, 95, 97, 98, 99, 100, 101]"
1420,"[1, 2, 3, 4, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 40, 41, 44, 45, 48, 49, 50, 52, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 94, 97, 98, 99, 100, 101]"
1421,"[1, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28, 31, 32, 34, 36, 37, 38, 39, 40, 42, 45, 46, 47, 51, 53, 54, 56, 57, 58, 59, 60, 61, 62, 64, 65, 66, 68, 71, 72, 73, 77, 78, 79, 80, 81, 84, 87, 88, 90, 92, 93, 94, 95, 97, 98, 100]"
1422,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 29, 31, 32, 34, 36, 37, 40, 41, 43, 44, 47, 49, 50, 52, 53, 54, 56, 58, 59, 62, 63, 65, 66, 68, 69, 70, 72, 73, 75, 78, 79, 80, 81, 83, 85, 87, 88, 89, 90, 91, 93, 94, 97, 98, 99, 100, 101]"
1423,"[1, 4, 5, 9, 12, 13, 14, 19, 20, 21, 22, 23, 31, 32, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 60, 62, 63, 64, 65, 66, 68, 71, 72, 75, 76, 77, 78, 80, 81, 82, 83, 84, 86, 89, 91, 92, 95, 96, 97, 98, 99, 100, 101]"
1424,"[6, 7, 9, 10, 16, 17, 18, 19, 22, 26, 29, 30, 32, 34, 36, 37, 41, 43, 46, 49, 54, 55, 59, 61, 64, 66, 71, 73, 78, 79, 81, 83, 86, 87, 88, 90, 91, 92, 93, 94, 96, 97, 99, 100, 101]"
1425,"[4, 6, 7, 10, 11, 13, 16, 17, 18, 19, 21, 22, 28, 29, 35, 37, 38, 39, 42, 43, 44, 48, 49, 53, 55, 56, 59, 60, 61, 62, 63, 64, 65, 66, 68, 71, 72, 73, 75, 76, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 90, 91, 92, 95, 98, 99]"
1426,"[2, 6, 7, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 22, 25, 26, 28, 29, 30, 31, 32, 36, 44, 47, 49, 50, 53, 56, 57, 58, 59, 60, 61, 62, 63, 67, 69, 70, 73, 74, 75, 76, 78, 79, 80, 84, 86, 89, 92, 93, 98]"
1427,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 71, 72, 73, 75, 76, 77, 80, 82, 83, 84, 85, 88, 90, 91, 93, 94, 96, 97, 98, 99, 100]"
1428,"[1, 4, 5, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 20, 22, 24, 26, 27, 28, 29, 31, 32, 33, 35, 37, 39, 41, 42, 43, 46, 47, 48, 49, 51, 53, 54, 55, 56, 59, 60, 61, 62, 63, 64, 65, 66, 67, 69, 70, 71, 72, 74, 75, 76, 77, 78, 81, 83, 85, 86, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 101]"
1429,"[1, 2, 6, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 26, 28, 29, 32, 36, 42, 47, 49, 50, 53, 56, 58, 59, 61, 62, 65, 66, 67, 68, 71, 73, 78, 79, 80, 82, 83, 88, 89, 90, 91, 92, 93, 94, 96, 98, 99, 100, 101]"
1430,"[1, 2, 3, 6, 7, 9, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 36, 38, 39, 45, 46, 50, 52, 55, 56, 57, 58, 63, 68, 75, 76, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 89, 91, 92, 94, 95, 96, 98, 99, 100, 101]"
1431,"[1, 2, 3, 5, 6, 7, 9, 12, 14, 15, 16, 18, 22, 23, 24, 25, 26, 27, 28, 31, 32, 34, 36, 37, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 62, 63, 65, 66, 68, 70, 71, 72, 73, 74, 76, 78, 79, 81, 83, 84, 87, 88, 89, 90, 92, 93, 94, 95, 96, 98, 99, 100, 101]"
1432,"[1, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23, 24, 26, 27, 30, 31, 32, 33, 36, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 60, 61, 62, 63, 66, 67, 68, 69, 70, 72, 73, 74, 75, 77, 79, 80, 81, 82, 85, 86, 88, 90, 91, 92, 93, 94, 96, 99, 100, 101]"
1433,"[3, 5, 6, 8, 12, 13, 17, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 49, 50, 52, 53, 54, 55, 56, 58, 62, 63, 64, 66, 67, 70, 71, 72, 75, 76, 78, 79, 80, 82, 83, 84, 85, 87, 88, 89, 92, 94, 95, 96, 97, 99, 100, 101]"
1434,"[2, 4, 5, 6, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 43, 46, 49, 50, 51, 52, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 70, 75, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1435,"[1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 15, 16, 19, 20, 21, 23, 24, 25, 26, 28, 29, 31, 33, 34, 35, 36, 37, 38, 39, 44, 47, 48, 49, 53, 54, 55, 56, 57, 58, 59, 61, 63, 64, 65, 66, 67, 68, 69, 72, 73, 74, 77, 78, 80, 81, 82, 83, 84, 88, 90, 91, 92, 93, 95, 96, 97, 98, 99, 101]"
1436,"[1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 57, 58, 59, 62, 65, 67, 68, 70, 71, 72, 74, 75, 77, 78, 80, 81, 82, 83, 84, 85, 88, 89, 91, 92, 93, 94, 95, 97, 98, 99, 101]"
1437,"[1, 2, 4, 5, 8, 13, 15, 16, 17, 18, 19, 20, 22, 24, 28, 29, 30, 34, 36, 37, 43, 44, 47, 52, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 66, 69, 70, 71, 72, 73, 75, 76, 77, 79, 80, 82, 85, 87, 88, 89, 90, 93, 94, 96, 97, 98, 99, 101]"
1438,"[2, 4, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 20, 23, 24, 25, 26, 27, 28, 29, 31, 32, 34, 35, 36, 37, 38, 40, 42, 43, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 59, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 75, 76, 77, 78, 80, 81, 82, 83, 88, 89, 90, 91, 92, 93, 95, 98, 99, 101]"
1439,"[1, 2, 4, 6, 7, 8, 10, 13, 14, 16, 17, 20, 22, 23, 26, 28, 31, 32, 36, 38, 40, 44, 45, 48, 50, 52, 55, 56, 58, 59, 62, 64, 65, 66, 67, 68, 72, 73, 75, 76, 77, 78, 80, 81, 82, 83, 84, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
1440,"[1, 2, 3, 4, 6, 7, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 43, 45, 46, 48, 49, 50, 51, 52, 53, 55, 57, 58, 60, 61, 62, 64, 65, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 80, 82, 83, 84, 85, 86, 87, 90, 92, 93, 94, 95, 96, 97, 98, 99, 100]"
1441,"[1, 2, 3, 5, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 42, 43, 44, 45, 47, 48, 51, 52, 53, 54, 56, 58, 59, 61, 62, 63, 64, 65, 67, 68, 69, 71, 72, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 87, 88, 89, 92, 93, 97, 98, 99, 100, 101]"
1442,"[4, 7, 10, 13, 17, 18, 19, 20, 22, 23, 24, 31, 35, 42, 50, 61, 71, 72, 73, 76, 78, 79, 80, 82, 83, 84, 85, 87, 88, 89, 90, 93, 95, 98, 99, 100, 101]"
1443,"[1, 3, 4, 5, 6, 7, 9, 11, 12, 13, 16, 17, 18, 19, 23, 26, 27, 29, 31, 32, 33, 36, 39, 42, 44, 45, 46, 47, 50, 51, 53, 54, 58, 59, 60, 61, 65, 67, 68, 69, 70, 72, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 97, 99, 101]"
1444,"[1, 2, 3, 4, 7, 8, 9, 10, 12, 13, 14, 15, 17, 19, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 40, 42, 45, 47, 48, 49, 50, 51, 53, 54, 55, 57, 58, 59, 61, 62, 63, 65, 67, 69, 73, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 91, 93, 94, 97, 98, 99, 100, 101]"
1445,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 36, 37, 38, 41, 43, 45, 46, 47, 48, 49, 51, 53, 54, 56, 58, 59, 60, 61, 62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 80, 82, 83, 84, 85, 86, 87, 89, 90, 91, 92, 94, 97, 98, 99, 101]"
1446,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 29, 30, 31, 33, 34, 35, 36, 37, 39, 41, 42, 43, 44, 45, 46, 47, 48, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 64, 65, 66, 70, 71, 74, 75, 76, 77, 78, 79, 81, 82, 84, 85, 86, 87, 88, 90, 93, 94, 95, 96, 97, 98, 99, 100]"
1447,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19, 20, 22, 23, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 47, 49, 50, 52, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 66, 67, 69, 70, 72, 74, 76, 78, 79, 80, 83, 84, 85, 86, 87, 88, 89, 90, 92, 93, 95, 96, 98, 99, 101]"
1448,"[1, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 24, 25, 29, 31, 41, 42, 43, 45, 47, 49, 50, 52, 53, 54, 55, 57, 58, 59, 60, 62, 63, 64, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 82, 83, 84, 85, 86, 87, 88, 90, 92, 93, 96, 97, 98, 99, 100, 101]"
1449,"[5, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 32, 33, 34, 35, 41, 42, 43, 44, 50, 51, 54, 56, 58, 62, 63, 64, 65, 67, 68, 69, 70, 71, 73, 74, 76, 78, 81, 82, 84, 85, 86, 87, 88, 89, 90, 92, 93, 95, 96, 97, 98, 99, 100, 101]"
1450,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20, 23, 24, 26, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 40, 42, 43, 45, 46, 50, 51, 52, 53, 54, 55, 56, 58, 59, 60, 61, 62, 64, 66, 67, 68, 69, 70, 71, 72, 73, 75, 76, 78, 79, 81, 84, 87, 88, 89, 92, 93, 94, 100, 101]"
1451,"[4, 7, 9, 10, 13, 17, 18, 20, 22, 27, 31, 32, 33, 35, 37, 42, 44, 47, 48, 49, 51, 54, 55, 57, 58, 62, 64, 67, 68, 69, 72, 73, 74, 75, 79, 80, 81, 83, 86, 87, 88, 89, 90, 91, 92, 94, 96, 97, 98, 99, 100, 101]"
1452,"[2, 4, 17, 19, 20, 22, 23, 26, 28, 36, 39, 40, 47, 48, 50, 52, 56, 57, 62, 63, 66, 74, 76, 78, 80, 81, 82, 84, 85, 87, 88, 89, 90, 92, 95, 96, 97, 98, 100, 101]"
1453,"[1, 2, 3, 4, 5, 6, 7, 8, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 31, 32, 33, 34, 35, 37, 39, 42, 43, 45, 46, 48, 50, 51, 53, 54, 55, 56, 58, 59, 60, 62, 63, 65, 66, 67, 69, 70, 72, 73, 76, 79, 80, 82, 83, 84, 86, 87, 88, 89, 91, 94, 95, 96, 97, 98, 99]"
1454,"[1, 2, 3, 6, 7, 9, 12, 13, 14, 15, 16, 17, 18, 20, 21, 25, 27, 30, 32, 35, 37, 40, 41, 42, 44, 45, 46, 47, 50, 53, 54, 57, 62, 63, 64, 65, 66, 68, 69, 70, 71, 73, 74, 75, 76, 80, 81, 82, 83, 84, 85, 87, 88, 90, 91, 93, 97, 101]"
1455,"[1, 2, 4, 5, 6, 7, 9, 10, 13, 14, 16, 17, 18, 19, 20, 21, 26, 27, 28, 29, 31, 32, 34, 35, 37, 40, 41, 44, 45, 46, 47, 49, 50, 51, 52, 53, 55, 57, 58, 59, 60, 61, 63, 65, 66, 67, 68, 70, 71, 72, 73, 75, 76, 77, 78, 79, 82, 83, 84, 85, 87, 88, 89, 90, 93, 94, 95, 96, 97, 98, 99, 100, 101]"
1456,"[3, 4, 6, 7, 8, 9, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 39, 40, 43, 45, 46, 48, 49, 50, 53, 56, 57, 58, 59, 60, 61, 62, 64, 67, 68, 69, 70, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 84, 86, 87, 88, 89, 91, 94, 96, 98, 99, 100]"
